estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa
SC,3511500,533167,0,2,1,CABL951
SE,2821602,825789,0,3,1,XPTO123
PI,7112000,125805,0,15,4,JJF753
DF,3511500,928281,1,4,2,XPTO123
MG,4754703,352130,4,4,4,FOO456
MS,3511500,543893,4,15,3,JJF753
PE,4669999,886262,2,11,3,MEL789
PI,2821601,474904,1,12,4,MEL789
RS,4321500,558791,0,10,2,XPTO123
AC,4669901,340361,0,3,4,FOO456
RJ,4221903,49005,4,8,4,FOO456
AP,4669999,288936,0,12,2,XPTO123
ES,4742300,787048,0,15,3,CABL951
TO,4322303,973674,0,5,4,CABL951
MA,4221902,395127,2,15,4,XPTO123
MT,2821601,240804,0,9,4,MEL789
GO,4322303,47661,1,17,2,MEL789
RR,4221903,882857,0,13,1,XPTO123
AP,4321500,407565,0,5,2,JJF753
MS,2731700,926631,0,6,1,XPTO123
RO,4221903,254507,0,19,2,XPTO123
ES,4669901,384570,2,13,1,CABL951
SP,3511501,817525,0,21,4,JJF753
MT,2821601,93947,0,7,2,MEL789
SP,4322301,886539,0,13,1,CABL951
PB,4322303,634347,2,9,4,FOO456
SC,2731700,686737,3,12,3,XPTO123
SP,4322301,24060,0,3,1,CABL951
PA,4321500,678330,4,14,3,JJF753
MS,3321000,915790,0,14,1,JJF753
RO,2821602,735575,4,18,2,MEL789
PB,7112000,609973,0,13,1,XPTO123
AM,4669999,246186,0,6,2,FOO456
AP,2821602,346122,1,6,3,CABL951
MG,4321500,171270,0,20,2,MEL789
MA,3511501,392418,0,21,4,XPTO123
GO,3321000,141346,0,20,3,JJF753
MT,4221902,340135,0,9,4,FOO456
SP,3511500,774199,3,16,1,MEL789
AC,2821602,679352,0,8,3,XPTO123
ES,4669901,230967,0,17,4,CABL951
ES,4221902,290406,0,20,4,CABL951
DF,3329599,618527,0,16,4,MEL789
SC,2821601,711634,3,15,2,XPTO123
DF,4221902,944428,1,14,2,FOO456
MT,4673700,171057,1,17,3,JJF753
RJ,4669901,146437,0,18,4,FOO456
TO,4322302,495830,1,16,3,FOO456
RO,4754703,786642,2,18,3,FOO456
SP,3511502,697164,2,12,2,XPTO123
SC,3511502,658021,0,6,1,JJF753
AL,4221902,741642,3,4,2,FOO456
AM,7112000,657759,0,12,3,JJF753
RJ,2731700,90037,2,4,1,XPTO123
SE,4322301,810722,0,3,2,CABL951
RS,4669901,293481,0,11,3,FOO456
BA,2821602,726528,0,10,2,JJF753
PE,3511501,842939,0,20,1,FOO456
RN,3511502,463090,3,20,3,CABL951
SP,3511501,640622,0,3,2,FOO456
MA,4322302,203501,0,8,2,MEL789
AM,4321500,880452,1,9,4,MEL789
PB,3313901,750766,0,9,1,MEL789
SP,3511501,642022,0,17,3,JJF753
AL,2821602,190076,3,4,1,FOO456
TO,3511502,801307,0,21,4,MEL789
SE,4754703,863917,1,7,1,MEL789
SC,4221903,607717,0,15,4,FOO456
RO,4321500,158579,0,9,3,JJF753
TO,3511501,852491,0,14,4,XPTO123
DF,4221902,765170,0,17,1,XPTO123
MG,7112000,571391,1,9,3,MEL789
RN,4321500,653075,0,6,2,FOO456
PI,3321000,977427,3,14,1,JJF753
RO,4322303,246766,1,10,1,JJF753
ES,2821602,921095,0,4,1,JJF753
AL,3511500,142502,0,16,3,MEL789
RJ,4754703,278582,0,16,4,FOO456
GO,2821602,665104,4,3,1,FOO456
BA,3511502,211864,2,21,1,MEL789
PA,3313901,663748,0,14,1,MEL789
PB,4322302,373845,0,18,4,JJF753
MA,4322302,815850,3,20,2,JJF753
SP,4322301,663431,0,5,4,FOO456
AC,4669999,704804,2,2,3,JJF753
PE,4742300,882432,0,17,3,CABL951
SP,4673700,800889,0,15,3,MEL789
GO,3329599,952777,4,14,2,FOO456
PI,2731700,760560,3,9,4,FOO456
AL,3511500,173872,4,2,2,XPTO123
RJ,4322302,141128,3,7,1,MEL789
RJ,3511500,162671,1,2,2,FOO456
RS,4321500,641147,0,1,4,JJF753
GO,4754703,76013,2,7,2,XPTO123
AC,3511502,667412,2,4,1,CABL951
MA,3321000,266091,0,21,3,FOO456
AP,4221902,317760,0,6,4,FOO456
PE,4221903,617033,0,2,2,FOO456
RN,3329599,76928,3,9,4,FOO456
AM,4221902,250930,1,14,4,CABL951
SE,4669901,728260,0,11,4,FOO456
MS,3511502,799334,0,11,1,FOO456
AL,4321500,994988,0,9,4,JJF753
RN,7112000,793979,0,16,3,FOO456
MA,4322302,605281,0,16,3,MEL789
RN,2821601,132797,3,21,4,XPTO123
SP,4742300,588741,2,4,2,CABL951
SC,3511501,649361,2,5,4,JJF753
RN,4669901,542506,1,17,1,MEL789
MT,3313901,500770,0,19,1,CABL951
RJ,2821601,140599,1,3,3,FOO456
MS,3511501,390735,0,7,4,FOO456
SC,4322301,798475,0,13,4,JJF753
AL,4221903,407681,0,5,3,XPTO123
BA,4669901,936908,0,14,1,FOO456
SE,4321500,12951,3,2,2,MEL789
MT,4322302,784328,1,18,2,MEL789
AP,4321500,454588,1,11,1,MEL789
SC,3511500,118600,0,12,1,MEL789
TO,2821602,980142,4,11,3,MEL789
RJ,3329599,973617,0,21,1,FOO456
PI,4669999,334240,0,10,4,JJF753
DF,4321500,259178,0,19,2,MEL789
SP,4322301,758901,4,8,3,MEL789
AM,4669999,25787,0,14,3,XPTO123
PE,2731700,739001,4,3,3,JJF753
MS,7112000,844310,0,21,1,XPTO123
RN,3511501,126797,0,6,4,FOO456
BA,3329599,522707,2,8,3,FOO456
PB,4221902,752377,0,21,4,CABL951
MS,4221902,913714,0,9,1,FOO456
PE,2821601,45125,0,16,1,FOO456
DF,3321000,912075,2,9,1,FOO456
AL,4673700,543926,0,8,1,XPTO123
DF,4322301,826950,0,10,1,XPTO123
ES,2821602,461361,0,21,1,JJF753
BA,3511500,927264,1,1,3,CABL951
SE,7112000,68402,2,17,1,FOO456
AP,2821601,572964,4,18,2,MEL789
MG,7112000,972679,4,5,2,XPTO123
SE,4322302,624932,3,15,1,MEL789
ES,4322303,401281,4,1,1,XPTO123
AC,4754703,512148,3,19,2,FOO456
RO,2731700,745807,0,9,4,JJF753
MA,4742300,161682,3,20,3,CABL951
CE,4669901,593818,0,20,4,FOO456
RN,3329599,550428,0,1,4,FOO456
GO,3511501,247755,1,18,4,CABL951
RJ,4669999,126487,1,20,2,MEL789
RJ,4742300,668021,0,16,4,FOO456
SE,4221903,447665,0,17,4,XPTO123
SE,4754703,452993,0,11,3,CABL951
PA,4221902,893533,0,13,2,CABL951
BA,3329599,598982,3,11,4,CABL951
ES,4673700,298829,0,7,1,MEL789
RR,4322301,951313,0,6,2,FOO456
RO,4322303,974066,0,7,2,MEL789
SP,4322303,572793,1,9,1,CABL951
PA,3511501,141262,0,18,1,JJF753
MG,4321500,623099,4,17,1,JJF753
PI,7112000,286470,0,18,2,XPTO123
MG,2731700,615531,0,15,2,FOO456
GO,4673700,696796,0,21,4,XPTO123
RJ,7112000,608136,3,11,2,FOO456
ES,3511502,677504,0,18,4,XPTO123
AM,2821601,513970,0,10,1,CABL951
RS,2821602,442031,0,19,4,CABL951
TO,2821602,140324,0,17,4,JJF753
MS,4221903,274687,0,16,4,JJF753
PA,4322303,337729,0,20,2,MEL789
AL,7112000,966908,0,5,4,FOO456
AL,4322303,998444,0,4,2,MEL789
PA,3511500,709324,1,16,3,CABL951
SC,4322302,447838,0,19,4,FOO456
MA,4322301,34734,0,19,1,JJF753
GO,4669999,635411,0,3,1,MEL789
AC,7112000,249205,0,19,2,XPTO123
ES,2821602,893251,0,1,3,JJF753
SE,4221903,314252,0,11,3,MEL789
PE,4322301,164661,0,14,2,JJF753
SC,4669901,322458,2,8,4,JJF753
SP,7112000,555179,3,14,4,MEL789
MS,3329599,245128,0,8,1,JJF753
AP,4321500,384070,1,11,4,XPTO123
RO,4321500,803501,0,17,2,FOO456
RS,3511500,917042,2,14,2,JJF753
RJ,3329599,712575,0,18,3,MEL789
CE,4322301,369591,1,15,2,MEL789
AP,3511502,472445,0,9,3,XPTO123
RN,4673700,998267,0,1,2,JJF753
GO,4221903,667878,0,19,3,MEL789
DF,4322303,638506,0,7,1,XPTO123
AM,3511500,22655,4,13,4,XPTO123
SP,7112000,646521,0,3,1,CABL951
PR,3511501,191213,0,3,4,XPTO123
CE,3511501,735156,4,1,2,MEL789
BA,4754703,319852,0,14,2,JJF753
PA,2731700,243535,2,1,2,XPTO123
AL,4221902,881428,2,4,3,JJF753
AM,2821602,60565,3,12,2,FOO456
TO,4742300,19727,0,4,2,JJF753
SC,4322302,361392,1,7,4,CABL951
RO,3313901,561400,0,10,1,FOO456
MA,4321500,81156,0,19,2,XPTO123
AC,3511501,870700,0,10,1,JJF753
MT,4221903,894380,0,18,2,JJF753
AP,3329599,155196,0,9,4,CABL951
ES,4322303,552566,0,19,3,JJF753
PI,3329599,800075,3,10,2,MEL789
ES,4669901,587419,0,15,1,JJF753
AP,3321000,599678,1,8,2,XPTO123
RR,3329599,34451,2,17,1,MEL789
CE,2821601,723341,0,11,2,MEL789
SC,3511502,728146,3,12,3,JJF753
PE,4221902,944402,3,8,3,XPTO123
AL,4321500,212141,4,8,3,JJF753
AP,4221902,219378,0,17,3,JJF753
AC,2821601,353419,0,13,3,XPTO123
AP,3329599,646395,4,6,3,JJF753
PI,2821601,638578,4,4,3,XPTO123
AP,4322303,214398,3,11,2,FOO456
RO,4221902,461039,0,11,1,JJF753
SC,2731700,957983,2,17,4,MEL789
TO,7112000,441748,1,17,1,XPTO123
PI,2821602,675949,2,19,3,CABL951
SP,7112000,646483,0,2,2,CABL951
AL,7112000,892790,0,12,4,MEL789
SE,3511502,713327,0,20,2,MEL789
CE,4322301,461969,0,17,3,CABL951
AL,4754703,628651,4,16,1,XPTO123
MS,4322302,527886,4,4,4,JJF753
PA,4221902,380037,2,12,4,MEL789
ES,4742300,122088,0,17,2,JJF753
RR,4322303,537174,3,18,1,MEL789
MS,4322302,447411,0,21,2,CABL951
AP,4321500,759280,0,21,1,FOO456
PE,4754703,993774,1,10,2,JJF753
TO,4742300,416935,0,19,2,MEL789
PB,4673700,829303,0,11,4,XPTO123
MG,4221902,198542,0,6,3,CABL951
PE,4322303,305163,0,5,4,JJF753
PB,4754703,450151,1,6,3,MEL789
SC,4221902,193109,1,15,2,CABL951
TO,7112000,146047,0,10,3,FOO456
MG,4221903,375406,0,4,4,CABL951
TO,2821601,45330,0,3,2,JJF753
PI,4321500,531008,2,12,1,JJF753
RJ,4221903,656361,0,8,4,JJF753
PE,3511501,158166,0,14,4,XPTO123
RO,4669999,190408,0,19,1,FOO456
PE,3511501,742158,0,5,1,MEL789
BA,4322303,579069,1,13,4,FOO456
AM,4321500,50375,0,16,4,CABL951
MS,4673700,559131,2,5,1,CABL951
RJ,2821601,485883,2,14,2,JJF753
RJ,4742300,547371,2,17,1,CABL951
TO,3321000,523648,0,3,3,JJF753
MA,3511502,578272,0,7,4,JJF753
SP,4754703,835953,0,5,2,CABL951
MS,3511502,187080,3,7,4,CABL951
MA,4221902,990717,0,18,4,JJF753
RS,3511500,391781,0,17,3,XPTO123
SC,3511501,630063,0,8,4,MEL789
MT,3511501,711767,0,8,3,FOO456
SP,4321500,413958,1,10,3,MEL789
PB,4669901,693245,0,7,3,JJF753
RO,4322302,559912,4,18,2,XPTO123
RS,4669999,165453,0,7,2,XPTO123
DF,3321000,396590,0,7,3,MEL789
AL,4669999,273643,0,1,4,MEL789
MA,2731700,655718,2,11,1,XPTO123
MS,4669999,749459,3,12,2,CABL951
RR,3511501,120706,3,11,3,FOO456
MA,2821602,927043,0,18,1,MEL789
PA,2821601,901576,0,14,1,JJF753
RO,4673700,735399,0,19,4,XPTO123
SE,4673700,671547,0,18,2,XPTO123
AM,4321500,312736,0,11,4,XPTO123
ES,4322302,387504,3,5,3,CABL951
MG,4221903,497410,0,14,1,FOO456
MS,4321500,325450,4,15,2,XPTO123
PR,3313901,961728,0,17,3,FOO456
TO,4321500,102966,4,1,1,XPTO123
PA,3511500,867519,0,8,1,CABL951
RR,4221903,70556,1,1,3,FOO456
SC,2731700,188582,2,12,4,FOO456
RS,7112000,981447,0,12,4,XPTO123
SP,3511501,172826,3,8,3,JJF753
ES,3329599,47070,3,12,2,FOO456
RN,3329599,421130,0,4,2,CABL951
MS,3313901,224242,4,13,2,JJF753
MA,3511501,67041,4,9,2,MEL789
AC,4322303,573759,0,2,1,CABL951
RO,7112000,946579,0,12,2,JJF753
PI,4754703,783487,0,5,1,CABL951
PR,3321000,499641,0,6,1,JJF753
SC,2821601,199629,1,15,3,JJF753
RO,4321500,869236,3,11,1,JJF753
PI,4669901,918090,0,14,1,MEL789
RN,4321500,327645,2,12,1,FOO456
RO,4322301,38766,0,8,3,FOO456
SP,3511501,444371,4,17,4,CABL951
RO,3313901,82257,0,15,4,CABL951
DF,7112000,806465,1,12,3,XPTO123
PR,4673700,912448,0,21,3,MEL789
TO,7112000,107925,0,16,3,FOO456
GO,4742300,419607,0,3,1,FOO456
MA,4754703,789690,1,10,1,XPTO123
MT,4221903,216427,0,7,3,XPTO123
AL,3321000,49025,0,11,3,MEL789
AC,3511502,385185,1,8,2,JJF753
AM,4669901,607061,0,6,3,JJF753
MG,3511501,398643,0,21,3,MEL789
SP,3511502,584629,0,12,1,JJF753
RR,2821602,743224,1,9,4,FOO456
SE,3511501,956806,2,12,4,MEL789
RR,2821601,226210,0,8,4,MEL789
PA,4322301,782127,2,14,4,XPTO123
GO,4673700,829280,0,19,4,CABL951
MS,4669901,520400,0,1,1,CABL951
MA,3321000,631950,0,7,4,JJF753
AP,4322302,269700,2,10,2,CABL951
PR,4322303,518987,0,14,2,CABL951
TO,4221903,579010,1,5,4,FOO456
MS,3313901,529257,0,14,4,JJF753
MA,3511500,678881,1,13,4,JJF753
CE,3511502,420638,0,20,1,FOO456
ES,3511501,920784,3,17,3,MEL789
MS,3321000,736857,0,16,4,MEL789
RJ,3321000,516043,0,20,4,CABL951
RR,2821602,139258,0,17,2,CABL951
MS,4669999,414913,4,21,4,MEL789
SE,4742300,662769,0,9,4,XPTO123
MA,4742300,332774,2,4,2,JJF753
AC,7112000,528942,0,8,4,MEL789
PR,2731700,541029,0,20,3,JJF753
RN,4754703,478210,0,13,1,FOO456
AM,4754703,763032,0,4,2,JJF753
DF,2731700,20577,0,21,2,CABL951
TO,4742300,880101,1,11,4,XPTO123
AM,3329599,534872,4,7,2,JJF753
PA,4322303,305664,2,11,3,MEL789
TO,3511501,289250,0,11,4,JJF753
PA,3511500,892686,3,4,4,FOO456
RR,4742300,501424,0,6,3,JJF753
AP,4321500,467899,2,3,4,MEL789
RO,3511502,652074,0,3,4,XPTO123
MG,3511500,506279,1,11,4,JJF753
PR,3511502,664793,2,8,1,FOO456
RJ,2821602,701559,2,21,3,MEL789
AC,4322302,820278,1,16,3,FOO456
AM,2821601,258705,0,15,3,MEL789
AM,4322302,672576,0,1,2,CABL951
RJ,3511502,981032,1,19,4,FOO456
GO,4669999,351950,0,6,1,MEL789
TO,3329599,598467,3,10,2,MEL789
MA,2821602,862079,0,16,3,XPTO123
ES,4322301,222772,0,20,3,FOO456
SP,2731700,309124,0,20,2,CABL951
MT,4221903,435169,1,14,4,JJF753
PA,4221902,937338,0,7,1,XPTO123
PA,3329599,231985,0,4,3,JJF753
AC,3511501,729924,4,12,2,CABL951
AM,4321500,556697,0,12,2,MEL789
AM,4673700,516386,0,6,1,XPTO123
AC,3511500,794329,2,20,4,XPTO123
SP,3321000,288705,0,11,1,FOO456
MS,4669999,232798,0,10,1,FOO456
AP,4322301,551052,2,19,1,JJF753
PE,4669999,155886,0,6,3,CABL951
PI,2821602,404878,0,4,4,CABL951
SC,3511502,443012,1,14,1,CABL951
DF,3313901,759707,0,9,4,FOO456
RR,3313901,902362,4,12,2,JJF753
ES,3511502,873102,0,13,4,FOO456
MS,4322303,112382,4,15,3,XPTO123
PB,3313901,506328,0,6,2,FOO456
SC,7112000,636699,0,15,3,CABL951
RR,3321000,853139,1,19,3,JJF753
MT,3321000,791255,2,19,1,JJF753
GO,3313901,13878,1,15,1,CABL951
BA,7112000,339620,0,2,2,MEL789
MT,3329599,169519,2,3,3,CABL951
MG,4754703,334255,0,19,2,CABL951
MT,4322303,405373,3,14,4,CABL951
AP,4322302,303999,0,12,1,JJF753
AM,4673700,250142,0,15,2,FOO456
PE,2821602,225056,0,21,2,FOO456
RS,4321500,432971,0,19,3,MEL789
SE,3511500,324425,4,17,4,MEL789
PA,7112000,323822,2,9,1,MEL789
GO,4221903,759655,1,20,3,MEL789
AL,3321000,285100,3,3,2,FOO456
RR,4669901,802399,4,2,4,MEL789
DF,7112000,699224,0,5,4,CABL951
AM,4669999,328269,0,18,4,XPTO123
AL,4754703,607877,0,6,1,JJF753
GO,3511502,907261,0,11,3,XPTO123
PE,3511500,518391,1,8,1,CABL951
ES,7112000,998762,0,2,1,MEL789
MT,2821601,703060,0,4,4,MEL789
GO,3321000,31211,0,3,2,JJF753
RR,4322302,206154,1,4,1,CABL951
CE,4221903,140334,4,19,3,FOO456
GO,2731700,437244,1,9,1,JJF753
ES,4669999,860999,0,19,2,JJF753
RR,3511501,708021,4,4,3,CABL951
PR,4742300,866090,0,7,2,FOO456
GO,4673700,808434,0,9,4,XPTO123
PA,4322303,560593,0,3,1,CABL951
SE,4669999,195135,0,8,2,CABL951
RO,4221902,364212,0,5,1,XPTO123
BA,4322302,626262,0,10,1,MEL789
PE,4221903,528222,2,21,1,FOO456
TO,3313901,133521,0,12,4,CABL951
RN,3329599,63443,0,5,3,FOO456
AL,4322301,531922,4,1,2,MEL789
CE,4669901,892378,4,16,4,MEL789
SP,3511501,298345,2,14,4,CABL951
PE,3511500,648255,0,3,3,CABL951
AP,4321500,117753,3,16,1,XPTO123
PB,4669999,675119,0,8,1,XPTO123
PA,7112000,91737,0,12,2,MEL789
AP,4742300,77472,2,21,3,JJF753
PE,2731700,827107,2,6,2,XPTO123
RN,3313901,823723,0,21,3,MEL789
MT,4321500,840897,0,21,4,MEL789
DF,3511500,589672,0,6,4,JJF753
AC,4669999,130228,0,10,4,CABL951
GO,3511501,184969,0,9,2,MEL789
BA,4321500,156799,0,13,2,XPTO123
MG,3511502,544079,0,10,1,CABL951
DF,4321500,511174,0,2,4,JJF753
AP,4321500,87446,0,18,1,XPTO123
MA,4322301,393766,2,5,1,JJF753
RO,2731700,244699,3,14,4,FOO456
PB,4754703,14260,0,4,3,JJF753
ES,4322303,928473,4,19,3,XPTO123
CE,3511502,509674,2,5,3,FOO456
PA,4321500,700157,2,2,3,CABL951
SC,4322303,565198,1,18,1,FOO456
GO,4221903,806725,2,11,1,CABL951
CE,4221903,443782,3,20,4,FOO456
AL,3321000,139177,2,15,1,XPTO123
PA,3511502,430567,3,11,3,XPTO123
AC,3321000,212032,2,2,1,MEL789
TO,3511500,836934,3,2,4,CABL951
MT,4754703,671246,0,15,1,FOO456
MG,4221902,193813,1,2,4,CABL951
MT,2821602,654751,1,7,2,FOO456
ES,4322302,785461,0,6,2,JJF753
SP,3511501,857818,0,13,3,FOO456
AM,2821602,125705,0,12,4,MEL789
ES,3313901,181043,0,6,2,JJF753
MG,7112000,730428,0,11,2,XPTO123
RN,2821602,293159,1,2,1,MEL789
DF,4221903,691791,1,3,3,XPTO123
DF,3511500,517991,0,3,1,MEL789
PI,4221902,347121,2,19,2,CABL951
GO,3313901,514043,0,20,3,FOO456
MG,4669999,208542,0,2,2,CABL951
RR,3511502,640941,3,14,4,MEL789
BA,4742300,937924,0,8,2,FOO456
RJ,2821601,917404,0,3,1,JJF753
RJ,3313901,414951,0,13,2,FOO456
PA,3511501,485068,0,20,3,MEL789
RJ,4221902,993468,0,6,4,CABL951
PB,2821601,760537,4,14,3,XPTO123
AM,4221902,459487,0,15,4,FOO456
SE,2821602,136691,0,21,4,XPTO123
MG,4669901,137478,0,20,4,XPTO123
ES,2821602,456983,0,9,2,FOO456
MA,7112000,111093,3,18,3,CABL951
CE,2731700,524489,3,20,4,MEL789
PE,7112000,32867,4,8,2,FOO456
SE,3511501,873916,0,10,4,CABL951
AC,4321500,591823,0,19,1,JJF753
CE,3511501,532276,0,14,4,MEL789
ES,4754703,548987,0,17,2,CABL951
BA,3511501,603119,1,20,4,MEL789
AC,4221902,709904,0,10,1,JJF753
MG,3329599,668764,0,19,3,CABL951
AC,4221902,459166,0,1,1,JJF753
MS,4221902,60470,0,1,3,XPTO123
RJ,2731700,712526,0,1,2,CABL951
GO,4322303,691718,0,7,4,MEL789
MS,4754703,142659,0,21,3,CABL951
PE,2731700,489270,0,16,1,CABL951
SC,4221902,465441,1,5,1,MEL789
SP,3511502,110132,0,14,1,MEL789
BA,7112000,482060,0,5,3,FOO456
SC,3511501,556389,0,2,1,XPTO123
PB,4742300,743660,0,21,3,MEL789
AM,4669901,212631,0,12,3,FOO456
AP,3321000,281729,4,20,3,JJF753
SP,4673700,884082,0,14,3,JJF753
AC,4742300,143718,0,16,1,JJF753
BA,7112000,472789,0,2,1,JJF753
AC,3329599,300995,3,14,4,JJF753
MA,3511500,388004,0,10,2,FOO456
PA,4322301,333161,1,14,2,JJF753
AM,3313901,397093,0,13,4,CABL951
SC,4742300,371965,0,3,1,CABL951
GO,7112000,278910,0,11,2,XPTO123
SC,4322301,150363,4,5,3,MEL789
PA,4322303,139173,1,21,1,JJF753
GO,7112000,781898,1,8,2,FOO456
MA,4321500,192847,1,11,1,JJF753
ES,4322303,160794,0,19,4,FOO456
AL,2821602,843841,0,7,3,FOO456
RO,7112000,974822,4,10,2,MEL789
MT,7112000,177158,4,1,4,MEL789
DF,4321500,21664,0,21,1,XPTO123
MT,2821601,375701,0,5,3,MEL789
PB,4221902,529845,3,9,1,XPTO123
AL,4669999,832479,3,10,1,FOO456
CE,4669901,776647,0,11,4,FOO456
PB,2821602,720537,4,9,4,JJF753
PI,3321000,605324,0,19,2,MEL789
AM,2821601,927804,0,12,4,XPTO123
PA,3511500,305077,2,14,3,FOO456
MG,4322303,684962,0,1,1,CABL951
PE,4322302,260712,0,7,4,CABL951
MG,4321500,59717,1,11,3,JJF753
AM,3511501,102674,0,4,4,FOO456
RN,4322302,523235,0,5,3,FOO456
CE,4321500,307920,0,21,3,MEL789
RR,4221903,798539,3,1,2,JJF753
TO,4754703,722874,0,10,4,MEL789
AL,3511501,400358,0,6,4,JJF753
DF,4322303,138820,3,8,2,XPTO123
PI,4669999,536491,0,13,1,MEL789
PR,3511502,666617,0,17,1,MEL789
PR,4221903,515302,2,9,4,FOO456
PB,2731700,308101,0,11,4,MEL789
AP,4322302,197402,1,10,1,CABL951
AL,4221902,468090,0,13,2,JJF753
CE,4742300,628935,0,7,4,FOO456
SP,4321500,617379,1,7,3,MEL789
MG,3321000,879475,0,2,4,JJF753
CE,4742300,521292,0,5,3,CABL951
RJ,3313901,390506,0,15,4,MEL789
SP,4322301,192752,0,20,3,FOO456
RN,3511501,485126,4,12,2,CABL951
GO,3511500,34865,0,8,2,CABL951
SP,4322303,961124,4,16,2,XPTO123
PE,4322301,211904,1,19,3,CABL951
RO,4321500,103040,0,7,2,JJF753
MT,3329599,489141,0,12,4,JJF753
BA,4754703,421529,0,2,1,JJF753
PI,4322302,240935,1,13,4,CABL951
MT,2821602,62945,0,13,1,CABL951
BA,4322301,140005,3,20,2,CABL951
MA,3329599,420137,2,19,3,XPTO123
RS,2731700,249965,0,2,1,JJF753
RS,3329599,477862,3,7,2,MEL789
AC,3329599,223524,0,5,2,FOO456
AM,4221903,892578,0,8,1,XPTO123
AL,4221903,423930,4,12,4,JJF753
MG,4321500,470377,0,18,3,XPTO123
AL,3511502,640222,1,4,1,MEL789
AM,2821602,725704,1,5,4,FOO456
PI,3313901,359505,0,14,3,JJF753
RO,4669999,991564,0,20,2,JJF753
RR,3329599,956509,0,16,2,FOO456
AC,4673700,879310,0,17,3,MEL789
PR,3511500,66544,0,16,3,MEL789
SC,3329599,859130,3,1,4,FOO456
RN,3511502,972296,2,10,2,XPTO123
MA,7112000,369045,3,20,2,XPTO123
SE,4322301,414118,0,15,1,XPTO123
PE,2821601,604953,0,3,4,FOO456
PR,2731700,640515,2,21,4,JJF753
PA,4754703,970633,0,15,1,FOO456
SC,3511500,149500,3,13,4,JJF753
TO,7112000,364600,0,12,3,XPTO123
RJ,4673700,429486,0,18,2,CABL951
SE,4221903,678087,0,9,4,FOO456
MG,4673700,301997,4,9,2,XPTO123
CE,3329599,373183,0,10,3,MEL789
MA,3321000,901013,2,7,1,JJF753
SP,4221902,433210,4,18,3,MEL789
PA,4673700,643666,3,16,4,MEL789
SE,4673700,865164,2,5,3,FOO456
MT,3329599,33153,0,1,4,MEL789
MA,2821601,165613,2,8,4,FOO456
RO,4742300,838851,0,12,4,MEL789
SP,2821601,392665,0,14,1,MEL789
BA,2821602,572110,0,13,4,MEL789
SP,3313901,840263,1,14,2,JJF753
RO,4321500,760003,4,17,3,CABL951
AC,4321500,696340,1,14,1,CABL951
ES,4754703,489057,0,18,1,FOO456
SP,4221903,58392,0,8,4,MEL789
RO,3511501,249793,0,4,2,FOO456
PR,7112000,26315,0,14,3,CABL951
MG,4322303,668762,0,21,1,FOO456
PB,4221903,916884,4,4,1,JJF753
DF,4754703,933170,0,13,3,JJF753
AL,4322302,567558,3,21,2,CABL951
BA,2821602,730410,3,19,4,FOO456
RN,4754703,706313,0,1,3,MEL789
SP,4321500,283671,0,12,1,XPTO123
ES,3321000,474640,0,15,4,XPTO123
AM,4322303,63857,0,16,2,MEL789
PA,4321500,396782,0,14,1,MEL789
GO,4321500,779237,0,9,3,FOO456
PR,2731700,721382,4,13,2,CABL951
BA,7112000,416507,0,12,4,CABL951
RS,4322302,720582,1,4,1,JJF753
DF,4221902,125747,4,5,3,XPTO123
AC,4322303,702307,0,5,2,MEL789
RS,4669901,443138,0,1,3,XPTO123
AM,3313901,910703,0,1,3,XPTO123
SP,4321500,479570,0,6,2,JJF753
SE,4322301,940219,3,3,4,CABL951
MT,4754703,616702,0,5,4,JJF753
DF,3511501,411814,3,5,1,JJF753
RR,7112000,818009,0,14,4,MEL789
DF,3511502,47472,0,14,3,XPTO123
RJ,4673700,583921,1,4,2,MEL789
PB,3313901,122655,0,2,3,FOO456
GO,4321500,333728,0,14,4,JJF753
AL,4673700,965004,0,6,1,JJF753
CE,4221902,221587,4,12,4,XPTO123
MS,2821602,385166,0,14,2,JJF753
MT,3313901,503175,0,18,4,MEL789
GO,3511501,147664,0,15,3,FOO456
BA,4322303,546489,0,15,2,JJF753
PA,4322301,310497,0,7,3,XPTO123
SE,4754703,726415,3,13,2,XPTO123
RN,4322302,540668,1,9,4,JJF753
BA,4669999,306464,4,2,1,FOO456
BA,4673700,82050,0,7,3,MEL789
GO,4221903,97542,1,18,3,FOO456
SE,2821602,623795,0,2,4,CABL951
RO,3511500,317374,0,2,3,XPTO123
PI,4322303,272744,0,15,2,FOO456
SC,3321000,587093,4,1,1,MEL789
RJ,4673700,100404,2,4,3,JJF753
AC,4321500,981218,1,21,2,JJF753
RO,3511501,296201,1,2,4,CABL951
GO,4754703,188036,2,1,3,XPTO123
CE,3511500,227129,0,15,4,XPTO123
MG,3329599,538434,0,17,1,FOO456
RS,4321500,380261,0,9,1,MEL789
RN,4669901,636507,0,14,2,CABL951
PI,2821602,487252,0,16,2,JJF753
DF,3511501,683172,0,5,2,XPTO123
AL,3511500,163421,0,5,2,MEL789
GO,3321000,902147,0,19,2,FOO456
RO,2821602,545306,2,2,3,CABL951
AC,2821602,90638,0,9,2,JJF753
AC,7112000,429922,2,18,4,CABL951
RO,4221903,37315,0,19,2,MEL789
MT,4322301,119008,0,13,3,MEL789
RS,4754703,539990,4,18,1,JJF753
